Metric,Noisy,Denoised,Improvement,Improvement_%
MSE,11.304969787597656,0.16319438815116882,11.141775131225586,98.5564343873604
NMSE,1.0748021736642945,0.015515449082147815,1.0592867245821467,98.55643675987022
RMSE,3.362286329269409,0.403973251581192,2.95831298828125,87.98515945913451
CorrCoef,0.8486764083226734,0.9973931977070059,0.14871678938433242,17.523379691687374
