time,clean,noisy
1.553855,9.988917657190374,12.393611118949128
1.554559,10.075660618410096,17.848826372130716
1.55757,10.162074869460989,18.766175133028845
1.55825,10.248562167216065,18.375488400359483
1.576485,10.33490337156277,15.454556720227774
1.577181,10.42102543579692,12.908923124282998
1.579954,10.506161369524573,27.19691868036245
1.580642,10.591005116435486,17.236547025854954
1.60263,10.676944563909176,22.890914221738964
1.603325,10.760838703665684,13.326400288800404
1.6065,10.844805890126375,11.277451230192932
1.607197,10.928700029882883,21.67803856140795
1.627653,11.012338506174743,25.155361437022652
1.62835,11.093822104693144,17.707701338753736
1.631279,11.175123086451082,23.45401883832691
1.631965,11.256168404744372,20.77454991647961
1.650306,11.337104152981386,23.029513889007124
1.650998,11.414898892938444,15.934789692814961
1.654507,11.493825856810368,19.807674564677015
1.655439,11.571511026711148,22.42040157134255
1.675381,11.64923271996402,24.70933828622096
1.676078,11.724178638457863,17.965056356316282
1.678222,11.797809716276374,18.555629599131713
1.678916,11.871148607278146,20.136953899525636
1.8865,11.945108395265489,24.286822394083348
1.887188,12.020967397561645,20.150795771631984
1.891688,12.09799514712476,28.24012464858174
1.892487,12.174109812885563,21.150685518098975
1.915255,12.248727021210572,21.300498257462635
1.915948,12.319801464382605,20.128629219530758
1.919658,12.390948954258825,20.530360448234365
1.920359,12.460672033403435,22.912991860896668
1.939554,12.53097948618153,19.839836150209752
1.940261,12.597159800173166,28.22736458245821
1.942518,12.663522730925264,15.63860062901163
1.943221,12.72981261497318,16.974807528956106
1.968125,12.794678088289487,21.05249347654965
1.968823,12.856366029973744,19.418120627217988
1.97142,12.9175791680808,21.822222808236063
1.972113,12.978792306187856,24.283915603852375
1.995863,13.03836189345075,18.517774541247746
1.996561,13.094206098800203,22.154375497677403
1.998437,13.15005030414966,25.106047919863716
1.999128,13.205456229274006,22.985102395268395
2.020139,13.260789107694167,16.87699851465042
2.020832,13.311446997046486,25.963339845942716
2.023437,13.361812699582066,25.06570470198127
2.024135,13.411667075188348,21.219324956171484
2.042753,13.4611927406258,19.156495118618647
2.043447,13.506189510403779,18.047601942686438
2.047049,13.55093061671711,21.80002479211394
2.047862,13.594393405707203,17.43783864395588
2.068559,13.638842325203791,23.955376535855365
2.06925,13.676899658084196,18.55144107441636
2.072491,13.715760504710632,21.224553171483024
2.073182,13.753562174126385,25.091996171065574
2.091784,13.7900855262189,21.788985011564364
2.09248,13.821787795835204,23.875293831659494
2.097369,13.854585766014281,23.615711464587744
2.098065,13.885046241659438,23.98371601188245
2.118751,13.916310231050634,17.11825995792101
2.119455,13.940853923656803,24.684557713916462
2.121311,13.966456793473657,23.022176420236097
2.122007,13.99092743937564,18.619525907329237
2.140951,14.015032851756702,23.129399046694587
2.14166,14.033696284675976,21.377468867663836
2.145321,14.053382371453841,20.598667033180533
2.146026,14.07105967386662,19.385727346220783
2.166519,14.089796153490079,23.86458311431029
2.167217,14.103200223708033,20.078073577133736
2.169828,14.116458200517615,22.61294093928321
2.170521,14.129716177327197,21.793266653709715
2.189054,14.141549743405172,24.05838488154331
2.189748,14.149037030584138,19.11670578359428
2.193632,14.157766111734247,20.669572903816672
2.194335,14.165253398913215,20.58837171886939
2.211856,14.17274068609218,22.730614703889962
2.212554,14.177342628455836,20.399304688707986
2.215817,14.180483636735794,24.481287557410376
2.216512,14.183259411494822,23.054272634036288
2.23765,14.187203933520815,22.262107254320256
2.238343,14.18786135385848,20.715326703055737
