time,clean,noisy
0.011062,5.050741314169751,5.354501860462478
0.015044,5.067395962723938,4.95462144482787
0.038657,5.055124116420853,5.0439653282951635
0.042468,5.070025644074598,5.329988076942208
0.062586,4.9981476871565285,6.129420706087879
0.067081,4.975357115450798,5.763598820930301
0.085693,4.951689983294849,5.214521037027514
0.088986,4.935911895190883,5.8490637532671155
0.108284,4.901726037632288,5.435235801178578
0.11028,4.890330751779423,5.595666741150543
0.130372,4.861404256922151,5.544865331444667
0.132748,4.897343235381187,4.399896539174488
0.148076,4.863157377822592,3.8952549257639473
0.152676,4.8429964874675235,5.508808581958259
0.175599,4.878058905476339,4.97089991079792
0.178267,4.918380686186475,3.282816924116271
0.201858,4.933282213840222,3.6471669281388888
0.203726,4.900849477182068,4.482720839825205
0.223456,4.85702145467105,4.095967216493195
0.227326,4.856144894220829,4.290054792418238
0.251513,4.891207312229644,5.422750374332178
0.253995,4.836860564315981,4.675473556947363
0.276308,4.830724641164439,5.462062167737035
0.280843,4.78514349775298,5.311995268658029
0.301433,4.76235292604725,4.907516936125069
0.306043,4.798291904506286,5.027634883987376
0.328162,4.788649739553861,5.380961240817579
0.333916,4.807934069458709,4.632520717593503
0.355185,4.854391773320389,5.624449885661149
0.358496,4.844749608367965,5.3595939304215685
0.378265,4.875429224125678,5.155723789996857
0.382107,4.922763488437577,7.004408521352918
0.399264,4.952566543745069,5.675513026574564
0.404501,5.086680292628786,6.244630039382006
0.423848,5.127878633789143,6.244161653823589
0.42733,5.1348911173909055,6.784035808438437
0.446064,5.147162963693991,6.249308425318656
0.449222,5.165570733148619,5.19576107084655
0.473525,5.170830095849941,7.41881793887508
0.477675,5.162064491347737,5.436331902398101
0.498495,5.0893099739794465,5.914909539192336
0.502011,5.028827302914242,5.679790219042727
0.520968,5.013925775260495,5.69699477418407
0.524402,4.9446774996930865,5.207843403861375
0.543691,4.937665016091324,6.112371345189891
0.547659,4.95519622509573,5.162188233548102
0.569004,4.965714950498375,4.659259295694421
0.572968,4.964838390048155,4.968153978564855
0.593318,4.972727434100138,6.174525279339774
0.596799,4.970097752749478,6.0576114308747275
0.615261,5.0226913797626995,4.382570251384468
0.619369,5.050741314169751,5.797283143541211
0.638966,5.054247555970632,4.282819322559597
0.643254,5.074408446325701,4.741441066535698
0.663577,5.0761615672261415,4.022068350354971
0.665435,5.0761615672261415,5.059419144454521
0.69022,5.109470864334516,4.771270546885375
0.692583,5.138397359191788,4.998844412792578
0.712385,5.134014556940686,4.761250652947078
0.714549,5.149792645044652,4.818289753165756
0.733645,5.104211501633194,4.034986988716868
0.738002,5.141903600992668,4.2908336840529255
0.757477,5.202386272057874,5.282601106538291
0.75963,5.201509711607653,4.986132748218578
0.780072,5.198003469806772,5.215861159411493
0.782202,5.185731623503687,7.033141650698661
0.802047,5.176089458551264,5.0702086828630595
0.804849,5.194497228005892,6.440934820972823
0.825197,5.148039524144211,3.2451316794451937
0.827438,5.115606787486057,6.672465276971751
0.847992,5.106841182983854,5.17927108688393
0.850271,5.11911302928694,4.491481948287441
0.871484,5.1375207987415665,4.698153374135239
0.8761,5.148916084594432,6.13194061789204
0.895572,5.194497228005891,7.8142290770668765
0.900766,5.224300283313383,5.585880875085652
0.91846,5.2313127669151465,4.8418702891075975
0.923718,5.246214294568892,3.8972333177149268
0.94236,5.234819008716028,4.392125978994293
0.948626,5.213781557910739,4.1093925568611445
0.968371,5.165570733148619,3.837991200960624
0.971663,5.093692776230549,5.350616054645579
0.991645,5.071778764975039,4.998697599912025
0.993756,5.070025644074599,5.735948288031535
1.012856,5.077914688126583,4.209517513122688
1.017959,5.048111632819089,2.8385085265237255
1.036238,5.085803732178566,3.2440092841601658
1.038246,5.151545765945094,4.630978211501629
1.060494,5.222547162412943,3.491018014080939
1.064448,5.246214294568893,4.085099727719792
1.085463,5.2795235916772665,6.928621171335108
1.088753,5.2768939103266055,7.155363926256825
1.111998,5.318968811937183,5.015497216176492
1.115472,5.366303076249083,3.5591223801361243
1.135425,5.402242054708118,4.330050897923666
1.138678,5.385587406153931,4.270670388965761
1.161077,5.396106131556576,5.889186218880767
1.163924,5.386463966604152,4.730326216060189
1.205463,5.409254538309881,3.243805723654817
1.207434,5.443440395868476,5.867084428884503
1.22687,5.403995175608558,6.330761601769362
1.228983,5.403118615158338,5.370637413424419
1.245758,5.470613769825306,7.297503785708711
1.247864,5.453082560820899,7.347440420122701
1.268669,5.460095044422662,4.769739762991485
1.270996,5.457465363072002,4.053862143281876
1.292248,5.430291989115169,6.502021878654052
1.294331,5.393476450205913,3.2847459817160334
1.320909,5.344389064993574,3.4669678575915213
1.322868,5.272511108075504,6.3123660507377135
1.343283,5.280400152127487,7.787877854707359
1.345434,5.246214294568892,7.953265530173097
1.362348,5.243584613218232,7.031538060081536
1.364187,5.258486140871978,3.061966324017364
1.381227,5.2768939103266055,3.4238828664705427
1.383166,5.286536075279029,6.091617721712109
1.400564,5.281276712577707,7.083062139441942
1.402521,5.247967415469333,7.359870052569958
1.42294,5.23920181096713,3.219969577612047
1.424921,5.202386272057875,7.4057018512511315
1.442276,5.162064491347737,9.026064223513192
1.444777,5.146286403243771,7.195391223454148
1.465019,5.141027040542449,3.8265461501379234
1.46714,5.150669205494873,6.371199958776619
1.570599,5.170830095849942,5.694852252442489
1.573873,5.125248952438482,5.978056659088615
1.593469,5.092816215780328,8.688473533189383
1.597415,5.103334941182973,4.174724310972685
1.621176,5.092816215780329,3.1363160683172744
1.623143,5.051617874619972,5.564587425874388
1.643482,5.0305804238146825,5.9019216744402865
1.646361,5.0332101051653435,6.58645346956941
1.664777,5.036716346966225,5.018527249106029
1.670262,5.04811163281909,4.873043474985926
1.691344,5.018308577511597,3.4754618876171515
1.696588,4.992011764004987,6.143052527353907
1.713854,4.9280228511389,5.36277572646241
1.717487,4.921886927987357,6.481305094737554
1.740476,4.913997883935375,4.133099110541951
1.743329,4.932405653390002,4.646256751894246
1.765678,4.935035334740662,7.030998143067211
1.771601,4.909615081684271,4.683602093650281
