time,clean,noisy
1.558035,1.596216579851287,1.3939434944506501
1.560582,1.5278448647340983,2.069978389556914
1.581341,1.4498309846644857,1.5110696954794351
1.584371,1.3884717531490602,0.880432206950591
1.603329,1.3095813126292273,1.2383814801251112
1.606513,1.247345520663581,1.30860983547701
1.627541,1.1719613219446297,1.7372159699349372
1.630086,1.114984892680306,0.9740402871043168
1.650708,1.0422303753120157,1.2638850970596343
1.653529,0.9817477042468103,0.6205677891306054
1.677401,0.8870791756230108,1.3862740364951445
1.679777,0.8073121746529575,0.5026536355335136
1.699406,0.7091374042282763,0.8965464591137418
1.702232,0.6276172823577822,0.5733251435766371
1.722815,0.5294425119331013,1.296316177401874
1.725336,0.44792239006260715,1.071411751114026
1.766037,0.34711793828726506,1.1076244924764065
1.768573,0.2822524649709579,1.8179952755713495
1.789752,0.19985578265024354,1.2624273425242822
1.792091,0.13586686978415685,1.1922344439507224
1.813324,0.05171706656300175,1.2205865904018525
1.817075,-0.017531209004407144,0.5696198769434077
1.837535,-0.10080445177534199,0.5391491528406304
1.840772,-0.16917616689253062,0.519845570285083
1.862264,-0.2524494096634654,-0.2720905486863906
1.865326,-0.3164383225295521,-0.25630739784035067
1.88713,-0.39708188394982596,0.39940408884145945
1.889467,-0.45844111546525157,0.8313626234590975
1.909946,-0.5347018746344235,-0.06035791055496398
1.912475,-0.5969376666000694,-0.741670054117142
1.932439,-0.674951546669682,-0.6935534698121614
1.935674,-0.7363107781851077,-1.1244504366157384
1.954536,-0.8143246582547203,0.4152336890343935
1.957767,-0.8791901315710274,-0.5953740531181945
1.980946,-0.9563274511904194,-0.5234173947831886
1.983477,-1.017686682705845,-0.29626398778002194
2.003539,-1.0913177605243558,-1.260342071298667
2.005379,-1.1500473106891205,-1.1468591189662776
2.027499,-1.22104870715697,-1.2519897596201495
2.030068,-1.2762720155208531,-0.8194157846653027
2.053126,-1.3393843679367197,-1.3695318006382757
2.058375,-1.390224874049501,-1.3401403247181116
2.082438,-1.449830984664486,-1.9321936765970116
2.084982,-1.4962886885261653,-2.0689124622301778
2.105146,-1.5515119968900484,-1.4410381776576957
2.108185,-1.6005993821023887,-1.5946471224480352
2.127741,-1.658452371816933,-2.0773037100305762
2.130631,-1.7075397570292736,-2.0441378014432785
2.150609,-1.7627630653931565,-1.7520494784110796
2.153805,-1.8074676483543952,-2.280616724159068
2.174329,-1.861814396268058,-2.4083517692206815
2.177393,-1.9065189792292967,-2.8514738029198234
2.202622,-1.9591126062425188,-1.6104959694921115
2.207042,-1.997681266052215,-2.1575634151550043
2.226131,-2.0485217721649964,-2.2753668729272096
2.227975,-2.091473234225794,-1.9628617561147277
2.247341,-2.140560619438135,-2.0995396251509555
2.253858,-2.186141762849594,-2.6346302728421396
