time,clean,noisy
0.786048,3.6570101983193686,4.506914297059993
0.790285,3.6657758028215723,2.749053090212063
0.811915,3.6754179677739964,2.62388862785199
0.814449,3.6815538909255388,4.082404183914635
0.833852,3.6850601327264205,4.593720998634495
0.838731,3.686813253626861,3.21394995702962
0.859231,3.685936693176641,1.7476356309984151
0.862457,3.685936693176641,2.68770320716026
0.88193,3.6841835722762,4.058500118526137
0.902743,3.685936693176641,3.6157884980749286
0.905778,3.688566374527302,-1.1279139786675514
0.930238,3.6973319790295056,4.6507640034302735
0.933497,3.6955788581290645,5.077471549215524
0.955596,3.698208539479726,0.8993999207292092
0.958452,3.7060975835317085,0.9666748929316213
0.977651,3.7087272648823695,2.170332574897998
0.980702,3.7122335066832512,3.2923889405132094
0.999461,3.713986627583692,4.116935467069183
1.002694,3.7087272648823695,1.972918553221367
1.022123,3.7069741439819293,2.8182865425843957
1.026712,3.704344462631268,3.313033752031579
1.049909,3.699961660380166,3.1535056664251613
1.052738,3.6964554185792853,2.8290589256414305
1.071217,3.692072616328183,4.408080205998616
1.074462,3.6841835722761997,4.2089855535455225
1.093431,3.678047649124658,2.8167628229474326
1.096481,3.6736648468735553,3.9737089207048957
1.116905,3.6666523632717927,3.603164893458753
1.122339,3.657010198319368,1.7820357369304962
1.145908,3.6438617915660627,2.034137768840714
1.148449,3.629836824362537,0.4021537603070491
1.169548,3.61230561535813,3.862739619432429
1.172049,3.5965275272541635,-0.26567851139726706
1.191129,3.574613515998654,1.6969914773724246
1.192965,3.550946383842704,2.999851083789373
1.213916,3.5202667680849915,3.164819108080474
1.216916,3.496599635929041,1.295442072115315
1.236639,3.4571544156691245,3.5063445890706326
1.239176,3.427351360361632,5.099575287140181
1.25924,3.385276458751055,3.6012181414537774
1.262178,3.344078117590698,1.0804186621560974
1.285337,3.3011266555299,1.5710374414642634
1.288323,3.2651876770708643,1.99490741155808
1.307433,3.2125940500576426,1.8647345792167211
1.311133,3.145098895390675,2.9056642442087295
1.332352,3.0749740593730452,1.021575309752925
1.334206,2.982058651649686,1.4321391978922473
1.352721,2.8865135625756664,3.3163590422421536
1.355734,2.766424780895476,4.455208234550176
1.375939,2.6437063178646247,4.240472650212512
1.399255,2.5087160085306888,3.516971852238104
1.40177,2.3903803477509395,2.0370161964326465
1.421643,2.237858829412595,1.9773509916304888
1.428623,2.117770047732405,2.2354567693645038
1.452172,1.9652485293940611,3.0462989928451814
1.454008,1.8390238245623285,-0.42653240771392453
1.473035,1.6724773390204588,1.9198962698729047
1.477922,1.5278448647340985,4.018199315177325
1.496735,1.3525327746900253,4.629575094230954
1.499565,1.206147179503224,-0.9585016889231994
1.51844,1.012427320004523,0.5441130303393501
1.522193,0.8563995598652978,2.911933720180798
1.542305,0.6530375354141729,2.845160931484651
1.545888,0.47947856627054053,1.4904853228601462
1.567338,0.2454369260617028,0.4092223023203942
1.569879,0.04295146206079828,-0.23168236158967523
1.590722,-0.2042385849013449,0.37226942066792884
1.59326,-0.4111068511533511,-1.5367013789977026
